'DLICS 27371,0.467309359984681
'DLLCS 27571,0.5175968837851788
'DLLCS 27571,0.5175968837851788
"""OL 1CS2797",0.4474874576038445
OL 1 CS2737,0.42003643848212435
OL 1 CS2737,0.42003643848212435
DL 1CS 27971,0.4877166056026647
DL 1CS 27971,0.4877166056026647
IL ICS 2797,0.5251820888304417
DL,0.9864053637823371
'CS 27971,0.6587397349542491
DL ICS 2797,0.8333736684256803
DL ICS 2797,0.8333736684256803
DL 1CS2797,0.6415635993973658
DL ICS 2797,0.7647194276773754
DL ICS 2797,0.7647194276773754
DL 1CS 2797,0.5464642708227284
DL 1CS 2797,0.680702287408007
DL 1CS 2797,0.680702287408007
DLICS 2797,0.6411631293038477
DL 1CS 2797,0.5552750630028586
DL 1CS 2797,0.5552750630028586
HR0182177,0.41496976702152844
HR0182177,0.41496976702152844
HR81B 2177,0.4459727110148298
HRB1B 2177,0.5414564577609431
HR8182177,0.7422123562671743
HR8182177,0.7422123562671743
HRB1 B 2177,0.7478437638830301
HR81B 2177,0.4059420264526822
HR81B 2177,0.4059420264526822
Hr91 B2177,0.5763917031237349
HR 81B21772,0.6819175585061186
HR 81B21772,0.6931510842937569
HRB] B 21775,0.5532636648741045
HR2GDH6794,0.4274302981764133
HR26DH679],0.46397934060446994
HR26DH679],0.46397934060446994
Stll,0.5654115676879883
HR 985 56k4,0.40909522621990313
HR 985 56k4,0.40909522621990313
HR 98C 5644,0.5015751473535531
"""UP8LIL6752",0.5311549454109475
"""UP8LIL6752",0.5311549454109475
UPBGALE752,0.9148382921401316
30,0.5711875426606725
1766063,0.5261409524122685
4R26F48503,0.45475652139132755
4R26F48503,0.45475652139132755
HR2EF48503,0.7063630627736036
HR2EF48503,0.7063630627736036
HR26F48503,0.4581477133545086
HR26F48503,0.4581477133545086
"""HR26F48503",0.5693219762735621
HR26F48503,0.6786856832403343
HR26F48503,0.6786856832403343
HR2GF 48503,0.7292140259344206
HR2GF485o3,0.6876189372945165
HR2GF485o3,0.6823070811149531
HR2BF4e5o3,0.42290348756973
HR2BF4e5o3,0.42290348756973
HR2GF48503,0.6470004623744462
HR26F48503,0.5927020279726442
HR26F4e5o3,0.4653854769611441
H26F4e5o3,0.48409984404586626
HR2EF48503,0.4008976146781647
